[2021-05-21 02:58:39,069][iopath.fb.manifold][INFO] - URL manifold://compphoto_data/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth
[2021-05-21 02:58:42,774][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1Metric object at 0x7f8a25666250>
[2021-05-21 02:58:42,775][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1MaskedMetric object at 0x7f8a284be0d0>
[2021-05-21 02:58:42,775][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMetric object at 0x7f8a25666dc0>
[2021-05-21 02:58:42,775][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMaskedMetric object at 0x7f8a257ecb80>
[2021-05-21 02:58:42,775][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.lpips.LPIPSMetric object at 0x7f8a257ec8b0>
[2021-05-21 02:58:42,775][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.ssim.SSIMMetric object at 0x7f8a256b3100>
[2021-05-21 02:58:42,775][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/spaces/unpacked.zip was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/spaces/unpacked.zip
[2021-05-21 02:58:45,601][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/spaces/gt_warp.zip was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/spaces/gt_warp.zip
[2021-05-21 02:58:45,963][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/spaces/ours_100k.zip ...
[2021-05-21 02:58:48,188][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/spaces/ours_100k.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/spaces/ours_100k.zip
