[2021-05-20 18:31:22,721][iopath.fb.manifold][INFO] - URL manifold://compphoto_data/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth
[2021-05-20 18:31:25,819][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1Metric object at 0x7f58755af820>
[2021-05-20 18:31:25,819][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1MaskedMetric object at 0x7f5875552430>
[2021-05-20 18:31:25,819][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMetric object at 0x7f58755d2f70>
[2021-05-20 18:31:25,819][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMaskedMetric object at 0x7f58755d2ac0>
[2021-05-20 18:31:25,819][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.lpips.LPIPSMetric object at 0x7f58755d24c0>
[2021-05-20 18:31:25,819][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.ssim.SSIMMetric object at 0x7f58384b37f0>
[2021-05-20 18:31:25,820][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/mc/unpacked.zip ...
[2021-05-20 18:31:28,902][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/mc/unpacked.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/mc/unpacked.zip
[2021-05-20 18:31:31,767][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/mc/photo3d.zip ...
[2021-05-20 18:31:36,523][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/mc/photo3d.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/mc/photo3d.zip
[2021-05-20 18:31:39,481][__main__][INFO] - Pair: pair_000000 l1=0.13174642622470856
[2021-05-20 18:31:39,484][__main__][INFO] - Pair: pair_000000 l1_masked=0.13174641132354736
[2021-05-20 18:31:39,485][__main__][INFO] - Pair: pair_000000 psnr=13.879408836364746
[2021-05-20 18:31:39,488][__main__][INFO] - Pair: pair_000000 psnr_masked=13.879408836364746
[2021-05-20 18:31:39,502][__main__][INFO] - Pair: pair_000000 lpips=0.3428346514701843
[2021-05-20 18:31:39,651][__main__][INFO] - Pair: pair_000000 ssim=0.42036205530166626
[2021-05-20 18:31:39,674][__main__][INFO] - Pair: pair_000001 l1=0.23376646637916565
[2021-05-20 18:31:39,677][__main__][INFO] - Pair: pair_000001 l1_masked=0.23460103571414948
