[2021-05-21 01:46:58,871][iopath.fb.manifold][INFO] - URL manifold://compphoto_data/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth
[2021-05-21 01:47:01,932][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1Metric object at 0x7ffa62efbe20>
[2021-05-21 01:47:01,933][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1MaskedMetric object at 0x7ffa9e7c0340>
[2021-05-21 01:47:01,933][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMetric object at 0x7ffa9e7d49d0>
[2021-05-21 01:47:01,933][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMaskedMetric object at 0x7ffa9f4640d0>
[2021-05-21 01:47:01,933][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.lpips.LPIPSMetric object at 0x7ffa9f464a30>
[2021-05-21 01:47:01,933][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.ssim.SSIMMetric object at 0x7ffa9e7c0e80>
[2021-05-21 01:47:01,934][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/mc/unpacked.zip was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/mc/unpacked.zip
[2021-05-21 01:47:04,933][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/mc/gt_warp.zip was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/mc/gt_warp.zip
[2021-05-21 01:47:05,279][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/mc/si_mpi.zip ...
[2021-05-21 01:47:07,352][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/mc/si_mpi.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/mc/si_mpi.zip
[2021-05-21 01:47:07,781][__main__][INFO] - Pair: pair_000000 l1=0.0789942592382431
[2021-05-21 01:47:07,784][__main__][INFO] - Pair: pair_000000 l1_masked=0.0789942517876625
[2021-05-21 01:47:07,785][__main__][INFO] - Pair: pair_000000 psnr=17.925537109375
[2021-05-21 01:47:07,788][__main__][INFO] - Pair: pair_000000 psnr_masked=17.925537109375
[2021-05-21 01:47:07,802][__main__][INFO] - Pair: pair_000000 lpips=0.39261388778686523
[2021-05-21 01:47:07,944][__main__][INFO] - Pair: pair_000000 ssim=0.5909141302108765
[2021-05-21 01:47:07,976][__main__][INFO] - Pair: pair_000001 l1=0.1307840198278427
[2021-05-21 01:47:07,979][__main__][INFO] - Pair: pair_000001 l1_masked=0.22733187675476074
[2021-05-21 01:47:07,980][__main__][INFO] - Pair: pair_000001 psnr=13.337471008300781
[2021-05-21 01:47:07,983][__main__][INFO] - Pair: pair_000001 psnr_masked=10.93641471862793
[2021-05-21 01:47:08,000][__main__][INFO] - Pair: pair_000001 lpips=0.36136284470558167
[2021-05-21 01:47:08,138][__main__][INFO] - Pair: pair_000001 ssim=0.6509283781051636
[2021-05-21 01:47:08,169][__main__][INFO] - Pair: pair_000002 l1=0.10094073414802551
[2021-05-21 01:47:08,172][__main__][INFO] - Pair: pair_000002 l1_masked=0.1415151059627533
[2021-05-21 01:47:08,173][__main__][INFO] - Pair: pair_000002 psnr=15.391904830932617
[2021-05-21 01:47:08,176][__main__][INFO] - Pair: pair_000002 psnr_masked=13.924542427062988
[2021-05-21 01:47:08,190][__main__][INFO] - Pair: pair_000002 lpips=0.3535301983356476
[2021-05-21 01:47:08,325][__main__][INFO] - Pair: pair_000002 ssim=0.6256523132324219
[2021-05-21 01:47:08,377][__main__][INFO] - Pair: pair_000003 l1=0.12532919645309448
[2021-05-21 01:47:08,379][__main__][INFO] - Pair: pair_000003 l1_masked=0.13652536273002625
[2021-05-21 01:47:08,380][__main__][INFO] - Pair: pair_000003 psnr=14.128475189208984
[2021-05-21 01:47:08,383][__main__][INFO] - Pair: pair_000003 psnr_masked=13.756864547729492
[2021-05-21 01:47:08,397][__main__][INFO] - Pair: pair_000003 lpips=0.4062664806842804
[2021-05-21 01:47:08,532][__main__][INFO] - Pair: pair_000003 ssim=0.5085939168930054
[2021-05-21 01:47:08,558][__main__][INFO] - Pair: pair_000004 l1=1.1078649549745023e-05
[2021-05-21 01:47:08,560][__main__][INFO] - Pair: pair_000004 l1_masked=0.028877003118395805
[2021-05-21 01:47:08,562][__main__][INFO] - Pair: pair_000004 psnr=62.2136344909668
[2021-05-21 01:47:08,564][__main__][INFO] - Pair: pair_000004 psnr_masked=28.052982330322266
[2021-05-21 01:47:08,578][__main__][INFO] - Pair: pair_000004 lpips=1.42884682645672e-05
[2021-05-21 01:47:08,712][__main__][INFO] - Pair: pair_000004 ssim=0.9999962449073792
[2021-05-21 01:47:08,739][__main__][INFO] - Pair: pair_000005 l1=0.06191297248005867
[2021-05-21 01:47:08,741][__main__][INFO] - Pair: pair_000005 l1_masked=0.06949817389249802
[2021-05-21 01:47:08,742][__main__][INFO] - Pair: pair_000005 psnr=18.280244827270508
[2021-05-21 01:47:08,745][__main__][INFO] - Pair: pair_000005 psnr_masked=17.77832794189453
[2021-05-21 01:47:08,759][__main__][INFO] - Pair: pair_000005 lpips=0.17090822756290436
[2021-05-21 01:47:08,893][__main__][INFO] - Pair: pair_000005 ssim=0.7332963347434998
[2021-05-21 01:47:08,920][__main__][INFO] - Pair: pair_000006 l1=0.03961043432354927
[2021-05-21 01:47:08,922][__main__][INFO] - Pair: pair_000006 l1_masked=0.042244840413331985
[2021-05-21 01:47:08,924][__main__][INFO] - Pair: pair_000006 psnr=22.245361328125
[2021-05-21 01:47:08,926][__main__][INFO] - Pair: pair_000006 psnr_masked=21.965721130371094
[2021-05-21 01:47:08,940][__main__][INFO] - Pair: pair_000006 lpips=0.12442004680633545
[2021-05-21 01:47:09,094][__main__][INFO] - Pair: pair_000006 ssim=0.8415501713752747
[2021-05-21 01:47:09,120][__main__][INFO] - Pair: pair_000007 l1=0.07119926810264587
[2021-05-21 01:47:09,122][__main__][INFO] - Pair: pair_000007 l1_masked=0.21489441394805908
[2021-05-21 01:47:09,124][__main__][INFO] - Pair: pair_000007 psnr=15.760626792907715
[2021-05-21 01:47:09,126][__main__][INFO] - Pair: pair_000007 psnr_masked=10.963129997253418
[2021-05-21 01:47:09,140][__main__][INFO] - Pair: pair_000007 lpips=0.2325211763381958
[2021-05-21 01:47:09,274][__main__][INFO] - Pair: pair_000007 ssim=0.7618507742881775
[2021-05-21 01:47:09,304][__main__][INFO] - Pair: pair_000008 l1=0.09141847491264343
[2021-05-21 01:47:09,306][__main__][INFO] - Pair: pair_000008 l1_masked=0.0930134654045105
[2021-05-21 01:47:09,307][__main__][INFO] - Pair: pair_000008 psnr=17.41097640991211
[2021-05-21 01:47:09,310][__main__][INFO] - Pair: pair_000008 psnr_masked=17.335857391357422
[2021-05-21 01:47:09,324][__main__][INFO] - Pair: pair_000008 lpips=0.34339457750320435
[2021-05-21 01:47:09,459][__main__][INFO] - Pair: pair_000008 ssim=0.6645210385322571
[2021-05-21 01:47:09,491][__main__][INFO] - Pair: pair_000009 l1=0.05420286953449249
[2021-05-21 01:47:09,493][__main__][INFO] - Pair: pair_000009 l1_masked=0.055333126336336136
[2021-05-21 01:47:09,495][__main__][INFO] - Pair: pair_000009 psnr=20.315725326538086
