[2021-05-21 01:54:24,880][iopath.fb.manifold][INFO] - URL manifold://compphoto_data/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth
[2021-05-21 01:54:28,080][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1Metric object at 0x7ffa9f44a820>
[2021-05-21 01:54:28,080][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1MaskedMetric object at 0x7ffa9f5271c0>
[2021-05-21 01:54:28,080][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMetric object at 0x7ffa9f5278b0>
[2021-05-21 01:54:28,080][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMaskedMetric object at 0x7ffa9f52dd60>
[2021-05-21 01:54:28,080][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.lpips.LPIPSMetric object at 0x7ffa9f52dcd0>
[2021-05-21 01:54:28,080][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.ssim.SSIMMetric object at 0x7ffa63c4b340>
[2021-05-21 01:54:28,081][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/re10k/unpacked.zip ...
[2021-05-21 01:54:31,263][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/re10k/unpacked.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/re10k/unpacked.zip
[2021-05-21 01:54:34,123][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/re10k/gt_warp.zip ...
[2021-05-21 01:54:35,759][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/re10k/gt_warp.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/re10k/gt_warp.zip
[2021-05-21 01:54:36,064][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/re10k/photo3d.zip ...
[2021-05-21 01:54:39,926][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/re10k/photo3d.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/re10k/photo3d.zip
[2021-05-21 01:54:42,843][__main__][INFO] - Pair: pair_000000 l1=0.046481505036354065
[2021-05-21 01:54:42,846][__main__][INFO] - Pair: pair_000000 l1_masked=0.046816229820251465
[2021-05-21 01:54:42,848][__main__][INFO] - Pair: pair_000000 psnr=20.94010353088379
