[2021-05-18 17:09:44,111][iopath.fb.manifold][INFO] - URL manifold://compphoto_data/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth
[2021-05-18 17:09:47,148][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1Metric object at 0x7fa90e99ff40>
[2021-05-18 17:09:47,149][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1MaskedMetric object at 0x7fa8d0d19850>
[2021-05-18 17:09:47,149][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMetric object at 0x7fa90e8da910>
[2021-05-18 17:09:47,149][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMaskedMetric object at 0x7fa90e9b6760>
[2021-05-18 17:09:47,149][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.lpips.LPIPSMetric object at 0x7fa90e9b6f70>
[2021-05-18 17:09:47,149][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.ssim.SSIMMetric object at 0x7fa90e82b100>
[2021-05-18 17:09:47,150][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/re10k/unpacked.zip ...
[2021-05-18 17:09:49,787][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/re10k/unpacked.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/re10k/unpacked.zip
[2021-05-18 17:09:52,685][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/re10k/photo3d.zip ...
[2021-05-18 17:09:55,533][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/re10k/photo3d.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/re10k/photo3d.zip
[2021-05-18 17:09:58,428][__main__][INFO] - Pair: pair_000000 l1=0.04669885337352753
[2021-05-18 17:09:58,431][__main__][INFO] - Pair: pair_000000 l1_masked=0.046710796654224396
[2021-05-18 17:09:58,432][__main__][INFO] - Pair: pair_000000 psnr=20.929372787475586
[2021-05-18 17:09:58,435][__main__][INFO] - Pair: pair_000000 psnr_masked=20.928260803222656
[2021-05-18 17:09:58,448][__main__][INFO] - Pair: pair_000000 lpips=0.12181493639945984
[2021-05-18 17:09:58,590][__main__][INFO] - Pair: pair_000000 ssim=0.7530149221420288
[2021-05-18 17:09:58,614][__main__][INFO] - Pair: pair_000001 l1=0.28818854689598083
[2021-05-18 17:09:58,616][__main__][INFO] - Pair: pair_000001 l1_masked=0.2926938235759735
[2021-05-18 17:09:58,618][__main__][INFO] - Pair: pair_000001 psnr=8.81921100616455
[2021-05-18 17:09:58,621][__main__][INFO] - Pair: pair_000001 psnr_masked=8.751842498779297
[2021-05-18 17:09:58,634][__main__][INFO] - Pair: pair_000001 lpips=0.6861525774002075
