[2021-05-20 18:23:52,108][iopath.fb.manifold][INFO] - URL manifold://compphoto_data/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth
[2021-05-20 18:23:55,098][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1Metric object at 0x7f5877ea6d90>
[2021-05-20 18:23:55,099][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.L1MaskedMetric object at 0x7f5835ad9070>
[2021-05-20 18:23:55,099][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMetric object at 0x7f5835ad9520>
[2021-05-20 18:23:55,099][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.pixel.PSNRMaskedMetric object at 0x7f5835ad98e0>
[2021-05-20 18:23:55,099][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.lpips.LPIPSMetric object at 0x7f5835ad9910>
[2021-05-20 18:23:55,099][__main__][INFO] - Created metric: <x3d.photo3d.inpainting.core.metric.ssim.SSIMMetric object at 0x7f58384ab5e0>
[2021-05-20 18:23:55,100][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/spaces/unpacked.zip was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/spaces/unpacked.zip
[2021-05-20 18:23:58,050][iopath.fb.manifold][INFO] - Caching manifold://x3d_svnerf/tree/eval/spaces/si_mpi.zip ...
[2021-05-20 18:24:03,083][iopath.fb.manifold][INFO] - URL manifold://x3d_svnerf/tree/eval/spaces/si_mpi.zip cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/eval/spaces/si_mpi.zip
[2021-05-20 18:24:03,571][__main__][INFO] - Pair: pair_000000 l1=0.0385526567697525
[2021-05-20 18:24:03,575][__main__][INFO] - Pair: pair_000000 l1_masked=0.040597740560770035
[2021-05-20 18:24:03,576][__main__][INFO] - Pair: pair_000000 psnr=23.539878845214844
[2021-05-20 18:24:03,579][__main__][INFO] - Pair: pair_000000 psnr_masked=23.315406799316406
[2021-05-20 18:24:03,598][__main__][INFO] - Pair: pair_000000 lpips=0.27119651436805725
[2021-05-20 18:24:03,766][__main__][INFO] - Pair: pair_000000 ssim=0.7928041219711304
[2021-05-20 18:24:03,791][__main__][INFO] - Pair: pair_000001 l1=0.056215185672044754
[2021-05-20 18:24:03,794][__main__][INFO] - Pair: pair_000001 l1_masked=0.05734044685959816
[2021-05-20 18:24:03,795][__main__][INFO] - Pair: pair_000001 psnr=20.046281814575195
[2021-05-20 18:24:03,798][__main__][INFO] - Pair: pair_000001 psnr_masked=19.960206985473633
[2021-05-20 18:24:03,813][__main__][INFO] - Pair: pair_000001 lpips=0.36836233735084534
[2021-05-20 18:24:03,990][__main__][INFO] - Pair: pair_000001 ssim=0.7891935706138611
[2021-05-20 18:24:04,017][__main__][INFO] - Pair: pair_000002 l1=0.1658945381641388
[2021-05-20 18:24:04,020][__main__][INFO] - Pair: pair_000002 l1_masked=0.16770777106285095
[2021-05-20 18:24:04,022][__main__][INFO] - Pair: pair_000002 psnr=13.037359237670898
[2021-05-20 18:24:04,025][__main__][INFO] - Pair: pair_000002 psnr_masked=12.99014949798584
[2021-05-20 18:24:04,040][__main__][INFO] - Pair: pair_000002 lpips=0.5615192651748657
[2021-05-20 18:24:04,200][__main__][INFO] - Pair: pair_000002 ssim=0.5147276520729065
[2021-05-20 18:24:04,226][__main__][INFO] - Pair: pair_000003 l1=0.051924072206020355
[2021-05-20 18:24:04,229][__main__][INFO] - Pair: pair_000003 l1_masked=0.05898286774754524
[2021-05-20 18:24:04,231][__main__][INFO] - Pair: pair_000003 psnr=20.82735252380371
[2021-05-20 18:24:04,234][__main__][INFO] - Pair: pair_000003 psnr_masked=20.273780822753906
[2021-05-20 18:24:04,255][__main__][INFO] - Pair: pair_000003 lpips=0.2327612042427063
[2021-05-20 18:24:04,451][__main__][INFO] - Pair: pair_000003 ssim=0.7380055785179138
[2021-05-20 18:24:04,479][__main__][INFO] - Pair: pair_000004 l1=0.06088602915406227
