[2021-05-21 03:05:00,184][iopath.fb.manifold][INFO] - URL manifold://compphoto_data/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth was already cached in /home/ayush29feb/.torch/iopath_cache/manifold_cache/tree/pretrained/third-party/LPIPS/alexnet-owt-4df8aa71.pth
[2021-05-21 03:05:12,810][__main__][INFO] - Pair: pair_000012 psnr=20.39923095703125
[2021-05-21 03:05:12,813][__main__][INFO] - Pair: pair_000012 psnr_masked=20.211498260498047
[2021-05-21 03:05:12,830][__main__][INFO] - Pair: pair_000012 lpips=0.3260278105735779
[2021-05-21 03:05:13,015][__main__][INFO] - Pair: pair_000012 ssim=0.7322121262550354
[2021-05-21 03:05:13,050][__main__][INFO] - Pair: pair_000013 l1=0.04681916907429695
[2021-05-21 03:05:13,053][__main__][INFO] - Pair: pair_000013 l1_masked=0.04818720370531082
[2021-05-21 03:05:13,054][__main__][INFO] - Pair: pair_000013 psnr=22.4219970703125
[2021-05-21 03:05:13,057][__main__][INFO] - Pair: pair_000013 psnr_masked=22.296916961669922
[2021-05-21 03:05:13,075][__main__][INFO] - Pair: pair_000013 lpips=0.21412698924541473
[2021-05-21 03:05:13,271][__main__][INFO] - Pair: pair_000013 ssim=0.8344581723213196
[2021-05-21 03:05:13,306][__main__][INFO] - Pair: pair_000014 l1=0.05252926051616669
[2021-05-21 03:05:13,308][__main__][INFO] - Pair: pair_000014 l1_masked=0.0579834058880806
[2021-05-21 03:05:13,310][__main__][INFO] - Pair: pair_000014 psnr=21.736976623535156
[2021-05-21 03:05:13,313][__main__][INFO] - Pair: pair_000014 psnr_masked=21.307952880859375
[2021-05-21 03:05:13,331][__main__][INFO] - Pair: pair_000014 lpips=0.17973843216896057
[2021-05-21 03:05:13,516][__main__][INFO] - Pair: pair_000014 ssim=0.7894124388694763
[2021-05-21 03:05:13,550][__main__][INFO] - Pair: pair_000015 l1=0.07457442581653595
[2021-05-21 03:05:13,553][__main__][INFO] - Pair: pair_000015 l1_masked=0.09029806405305862
[2021-05-21 03:05:13,555][__main__][INFO] - Pair: pair_000015 psnr=18.37798309326172
[2021-05-21 03:05:13,558][__main__][INFO] - Pair: pair_000015 psnr_masked=17.54709815979004
[2021-05-21 03:05:13,575][__main__][INFO] - Pair: pair_000015 lpips=0.34542858600616455
[2021-05-21 03:05:13,771][__main__][INFO] - Pair: pair_000015 ssim=0.6625730395317078
[2021-05-21 03:05:13,806][__main__][INFO] - Pair: pair_000016 l1=0.049278415739536285
[2021-05-21 03:05:13,808][__main__][INFO] - Pair: pair_000016 l1_masked=0.06378253549337387
[2021-05-21 03:05:13,810][__main__][INFO] - Pair: pair_000016 psnr=21.339115142822266
[2021-05-21 03:05:13,813][__main__][INFO] - Pair: pair_000016 psnr_masked=20.218666076660156
[2021-05-21 03:05:13,831][__main__][INFO] - Pair: pair_000016 lpips=0.2808150053024292
[2021-05-21 03:05:14,015][__main__][INFO] - Pair: pair_000016 ssim=0.7303904891014099
[2021-05-21 03:05:14,049][__main__][INFO] - Pair: pair_000017 l1=0.034648288041353226
[2021-05-21 03:05:14,052][__main__][INFO] - Pair: pair_000017 l1_masked=0.06097690016031265
[2021-05-21 03:05:14,053][__main__][INFO] - Pair: pair_000017 psnr=22.540611267089844
[2021-05-21 03:05:14,056][__main__][INFO] - Pair: pair_000017 psnr_masked=20.08577537536621
[2021-05-21 03:05:14,074][__main__][INFO] - Pair: pair_000017 lpips=0.1788896918296814
[2021-05-21 03:05:14,271][__main__][INFO] - Pair: pair_000017 ssim=0.8873414993286133
[2021-05-21 03:05:14,305][__main__][INFO] - Pair: pair_000018 l1=0.09247614443302155
[2021-05-21 03:05:14,308][__main__][INFO] - Pair: pair_000018 l1_masked=0.10767997801303864
[2021-05-21 03:05:14,310][__main__][INFO] - Pair: pair_000018 psnr=17.40874671936035
[2021-05-21 03:05:14,312][__main__][INFO] - Pair: pair_000018 psnr_masked=16.747695922851562
[2021-05-21 03:05:14,330][__main__][INFO] - Pair: pair_000018 lpips=0.43274790048599243
[2021-05-21 03:05:14,513][__main__][INFO] - Pair: pair_000018 ssim=0.6425861716270447
[2021-05-21 03:05:14,548][__main__][INFO] - Pair: pair_000019 l1=0.053483396768569946
[2021-05-21 03:05:14,551][__main__][INFO] - Pair: pair_000019 l1_masked=0.06316926330327988
[2021-05-21 03:05:14,553][__main__][INFO] - Pair: pair_000019 psnr=21.50722885131836
[2021-05-21 03:05:14,555][__main__][INFO] - Pair: pair_000019 psnr_masked=20.784360885620117
[2021-05-21 03:05:14,573][__main__][INFO] - Pair: pair_000019 lpips=0.3753982484340668
[2021-05-21 03:05:14,770][__main__][INFO] - Pair: pair_000019 ssim=0.6956725120544434
[2021-05-21 03:05:14,806][__main__][INFO] - Pair: pair_000020 l1=0.0671660304069519
[2021-05-21 03:05:14,809][__main__][INFO] - Pair: pair_000020 l1_masked=0.07447441667318344
[2021-05-21 03:05:14,810][__main__][INFO] - Pair: pair_000020 psnr=19.64531707763672
[2021-05-21 03:05:14,813][__main__][INFO] - Pair: pair_000020 psnr_masked=19.19674301147461
[2021-05-21 03:05:14,831][__main__][INFO] - Pair: pair_000020 lpips=0.24868156015872955
[2021-05-21 03:05:14,983][__main__][INFO] - Pair: pair_000020 ssim=0.6757999658584595
[2021-05-21 03:05:15,015][__main__][INFO] - Pair: pair_000021 l1=0.0630662813782692
[2021-05-21 03:05:15,018][__main__][INFO] - Pair: pair_000021 l1_masked=0.07825490832328796
[2021-05-21 03:05:15,019][__main__][INFO] - Pair: pair_000021 psnr=19.335721969604492
[2021-05-21 03:05:15,022][__main__][INFO] - Pair: pair_000021 psnr_masked=18.398576736450195
[2021-05-21 03:05:15,036][__main__][INFO] - Pair: pair_000021 lpips=0.3020351529121399
[2021-05-21 03:05:15,183][__main__][INFO] - Pair: pair_000021 ssim=0.7467867136001587
[2021-05-21 03:05:15,214][__main__][INFO] - Pair: pair_000022 l1=0.09791465848684311
[2021-05-21 03:05:15,217][__main__][INFO] - Pair: pair_000022 l1_masked=0.09792489558458328
[2021-05-21 03:05:15,218][__main__][INFO] - Pair: pair_000022 psnr=17.31228256225586
[2021-05-21 03:05:15,221][__main__][INFO] - Pair: pair_000022 psnr_masked=17.31182861328125
[2021-05-21 03:05:15,236][__main__][INFO] - Pair: pair_000022 lpips=0.5014227628707886
[2021-05-21 03:05:15,384][__main__][INFO] - Pair: pair_000022 ssim=0.6474111676216125
[2021-05-21 03:05:15,415][__main__][INFO] - Pair: pair_000023 l1=0.07083838433027267
[2021-05-21 03:05:15,418][__main__][INFO] - Pair: pair_000023 l1_masked=0.0839022696018219
[2021-05-21 03:05:15,419][__main__][INFO] - Pair: pair_000023 psnr=19.738523483276367
[2021-05-21 03:05:15,422][__main__][INFO] - Pair: pair_000023 psnr_masked=19.00347328186035
[2021-05-21 03:05:15,436][__main__][INFO] - Pair: pair_000023 lpips=0.39912211894989014
[2021-05-21 03:05:15,579][__main__][INFO] - Pair: pair_000023 ssim=0.7907038331031799
[2021-05-21 03:05:15,610][__main__][INFO] - Pair: pair_000024 l1=0.05025865510106087
[2021-05-21 03:05:15,613][__main__][INFO] - Pair: pair_000024 l1_masked=0.05567207932472229
[2021-05-21 03:05:15,614][__main__][INFO] - Pair: pair_000024 psnr=22.324371337890625
[2021-05-21 03:05:15,617][__main__][INFO] - Pair: pair_000024 psnr_masked=21.880107879638672
[2021-05-21 03:05:15,631][__main__][INFO] - Pair: pair_000024 lpips=0.17220306396484375
[2021-05-21 03:05:15,781][__main__][INFO] - Pair: pair_000024 ssim=0.7986398339271545
[2021-05-21 03:05:15,813][__main__][INFO] - Pair: pair_000025 l1=0.047935713082551956
[2021-05-21 03:05:15,816][__main__][INFO] - Pair: pair_000025 l1_masked=0.05073130875825882
[2021-05-21 03:05:15,818][__main__][INFO] - Pair: pair_000025 psnr=22.259838104248047
[2021-05-21 03:05:15,821][__main__][INFO] - Pair: pair_000025 psnr_masked=22.013668060302734
[2021-05-21 03:05:15,839][__main__][INFO] - Pair: pair_000025 lpips=0.2026817500591278
[2021-05-21 03:05:15,989][__main__][INFO] - Pair: pair_000025 ssim=0.8211010694503784
[2021-05-21 03:05:16,021][__main__][INFO] - Pair: pair_000026 l1=0.06227203086018562
[2021-05-21 03:05:16,024][__main__][INFO] - Pair: pair_000026 l1_masked=0.07186409831047058
[2021-05-21 03:05:16,025][__main__][INFO] - Pair: pair_000026 psnr=19.568511962890625
[2021-05-21 03:05:16,028][__main__][INFO] - Pair: pair_000026 psnr_masked=18.94632339477539
[2021-05-21 03:05:16,042][__main__][INFO] - Pair: pair_000026 lpips=0.323358416557312
[2021-05-21 03:05:16,188][__main__][INFO] - Pair: pair_000026 ssim=0.7384302616119385
[2021-05-21 03:05:16,220][__main__][INFO] - Pair: pair_000027 l1=0.0490594245493412
[2021-05-21 03:05:16,223][__main__][INFO] - Pair: pair_000027 l1_masked=0.05982527136802673
[2021-05-21 03:05:16,224][__main__][INFO] - Pair: pair_000027 psnr=21.569366455078125
[2021-05-21 03:05:16,227][__main__][INFO] - Pair: pair_000027 psnr_masked=20.707744598388672
[2021-05-21 03:05:16,241][__main__][INFO] - Pair: pair_000027 lpips=0.1869804859161377
[2021-05-21 03:05:16,388][__main__][INFO] - Pair: pair_000027 ssim=0.8107937574386597
[2021-05-21 03:05:16,419][__main__][INFO] - Pair: pair_000028 l1=0.04954685643315315
[2021-05-21 03:05:16,422][__main__][INFO] - Pair: pair_000028 l1_masked=0.06497076153755188
[2021-05-21 03:05:16,423][__main__][INFO] - Pair: pair_000028 psnr=20.6478271484375
[2021-05-21 03:05:16,426][__main__][INFO] - Pair: pair_000028 psnr_masked=19.470808029174805
[2021-05-21 03:05:16,440][__main__][INFO] - Pair: pair_000028 lpips=0.2979106307029724
[2021-05-21 03:05:16,585][__main__][INFO] - Pair: pair_000028 ssim=0.7960427403450012
[2021-05-21 03:05:16,617][__main__][INFO] - Pair: pair_000029 l1=0.060248106718063354
[2021-05-21 03:05:16,619][__main__][INFO] - Pair: pair_000029 l1_masked=0.06346581131219864
[2021-05-21 03:05:16,621][__main__][INFO] - Pair: pair_000029 psnr=19.986236572265625
[2021-05-21 03:05:16,623][__main__][INFO] - Pair: pair_000029 psnr_masked=19.760272979736328
[2021-05-21 03:05:16,638][__main__][INFO] - Pair: pair_000029 lpips=0.2539736032485962
[2021-05-21 03:05:16,784][__main__][INFO] - Pair: pair_000029 ssim=0.8084363341331482
[2021-05-21 03:05:16,815][__main__][INFO] - Pair: pair_000030 l1=0.039243631064891815
[2021-05-21 03:05:16,818][__main__][INFO] - Pair: pair_000030 l1_masked=0.056692421436309814
[2021-05-21 03:05:16,819][__main__][INFO] - Pair: pair_000030 psnr=22.776517868041992
[2021-05-21 03:05:16,822][__main__][INFO] - Pair: pair_000030 psnr_masked=21.178958892822266
[2021-05-21 03:05:16,836][__main__][INFO] - Pair: pair_000030 lpips=0.22178585827350616
[2021-05-21 03:05:16,975][__main__][INFO] - Pair: pair_000030 ssim=0.8673375248908997
[2021-05-21 03:05:17,006][__main__][INFO] - Pair: pair_000031 l1=0.05528763681650162
[2021-05-21 03:05:17,009][__main__][INFO] - Pair: pair_000031 l1_masked=0.0761776939034462
[2021-05-21 03:05:17,010][__main__][INFO] - Pair: pair_000031 psnr=20.139982223510742
[2021-05-21 03:05:17,013][__main__][INFO] - Pair: pair_000031 psnr_masked=18.74798583984375
[2021-05-21 03:05:17,027][__main__][INFO] - Pair: pair_000031 lpips=0.2086317092180252
[2021-05-21 03:05:17,192][__main__][INFO] - Pair: pair_000031 ssim=0.7435338497161865
[2021-05-21 03:05:17,224][__main__][INFO] - Pair: pair_000032 l1=0.04876141622662544
[2021-05-21 03:05:17,226][__main__][INFO] - Pair: pair_000032 l1_masked=0.06538005918264389
[2021-05-21 03:05:17,228][__main__][INFO] - Pair: pair_000032 psnr=21.014286041259766
[2021-05-21 03:05:17,230][__main__][INFO] - Pair: pair_000032 psnr_masked=19.740596771240234
[2021-05-21 03:05:17,244][__main__][INFO] - Pair: pair_000032 lpips=0.1974649429321289
[2021-05-21 03:05:17,388][__main__][INFO] - Pair: pair_000032 ssim=0.8064321875572205
[2021-05-21 03:05:17,419][__main__][INFO] - Pair: pair_000033 l1=0.08739812672138214
[2021-05-21 03:05:17,422][__main__][INFO] - Pair: pair_000033 l1_masked=0.08739811927080154
[2021-05-21 03:05:17,423][__main__][INFO] - Pair: pair_000033 psnr=17.796052932739258
[2021-05-21 03:05:17,426][__main__][INFO] - Pair: pair_000033 psnr_masked=17.796052932739258
[2021-05-21 03:05:17,440][__main__][INFO] - Pair: pair_000033 lpips=0.49392443895339966
[2021-05-21 03:05:17,592][__main__][INFO] - Pair: pair_000033 ssim=0.643011748790741
[2021-05-21 03:05:17,624][__main__][INFO] - Pair: pair_000034 l1=0.047808438539505005
[2021-05-21 03:05:17,627][__main__][INFO] - Pair: pair_000034 l1_masked=0.06785061955451965
[2021-05-21 03:05:17,628][__main__][INFO] - Pair: pair_000034 psnr=20.735132217407227
[2021-05-21 03:05:17,631][__main__][INFO] - Pair: pair_000034 psnr_masked=19.214641571044922
[2021-05-21 03:05:17,646][__main__][INFO] - Pair: pair_000034 lpips=0.22024591267108917
[2021-05-21 03:05:17,799][__main__][INFO] - Pair: pair_000034 ssim=0.7715643048286438
[2021-05-21 03:05:17,831][__main__][INFO] - Pair: pair_000035 l1=0.05130521580576897
[2021-05-21 03:05:17,834][__main__][INFO] - Pair: pair_000035 l1_masked=0.0687597468495369
[2021-05-21 03:05:17,835][__main__][INFO] - Pair: pair_000035 psnr=20.81548500061035
[2021-05-21 03:05:17,838][__main__][INFO] - Pair: pair_000035 psnr_masked=19.543758392333984
[2021-05-21 03:05:17,853][__main__][INFO] - Pair: pair_000035 lpips=0.19947439432144165
[2021-05-21 03:05:18,002][__main__][INFO] - Pair: pair_000035 ssim=0.7571495771408081
[2021-05-21 03:05:18,035][__main__][INFO] - Pair: pair_000036 l1=0.07071597129106522
[2021-05-21 03:05:18,037][__main__][INFO] - Pair: pair_000036 l1_masked=0.07125107944011688
[2021-05-21 03:05:18,039][__main__][INFO] - Pair: pair_000036 psnr=19.284656524658203
[2021-05-21 03:05:18,041][__main__][INFO] - Pair: pair_000036 psnr_masked=19.251916885375977
[2021-05-21 03:05:18,056][__main__][INFO] - Pair: pair_000036 lpips=0.3567418158054352
[2021-05-21 03:05:18,197][__main__][INFO] - Pair: pair_000036 ssim=0.7860921025276184
[2021-05-21 03:05:18,227][__main__][INFO] - Pair: pair_000037 l1=0.013732300139963627
[2021-05-21 03:05:18,229][__main__][INFO] - Pair: pair_000037 l1_masked=0.18557697534561157
[2021-05-21 03:05:18,231][__main__][INFO] - Pair: pair_000037 psnr=24.11634635925293
[2021-05-21 03:05:18,233][__main__][INFO] - Pair: pair_000037 psnr_masked=12.808538436889648
[2021-05-21 03:05:18,275][__main__][INFO] - Pair: pair_000037 lpips=0.046283528208732605
[2021-05-21 03:05:18,417][__main__][INFO] - Pair: pair_000037 ssim=0.9646989703178406
[2021-05-21 03:05:18,448][__main__][INFO] - Pair: pair_000038 l1=0.05375107750296593
[2021-05-21 03:05:18,451][__main__][INFO] - Pair: pair_000038 l1_masked=0.05610236898064613
[2021-05-21 03:05:18,452][__main__][INFO] - Pair: pair_000038 psnr=20.98995018005371
[2021-05-21 03:05:18,455][__main__][INFO] - Pair: pair_000038 psnr_masked=20.80400848388672
[2021-05-21 03:05:18,470][__main__][INFO] - Pair: pair_000038 lpips=0.20118215680122375
[2021-05-21 03:05:18,611][__main__][INFO] - Pair: pair_000038 ssim=0.7432590126991272
[2021-05-21 03:05:18,641][__main__][INFO] - Pair: pair_000039 l1=0.00023166387109085917
[2021-05-21 03:05:18,644][__main__][INFO] - Pair: pair_000039 l1_masked=0.09268278628587723
[2021-05-21 03:05:18,645][__main__][INFO] - Pair: pair_000039 psnr=44.2182502746582
[2021-05-21 03:05:18,647][__main__][INFO] - Pair: pair_000039 psnr_masked=18.19684410095215
[2021-05-21 03:05:18,661][__main__][INFO] - Pair: pair_000039 lpips=0.00039908307371661067
[2021-05-21 03:05:18,806][__main__][INFO] - Pair: pair_000039 ssim=0.9996469020843506
[2021-05-21 03:05:18,837][__main__][INFO] - Pair: pair_000040 l1=0.06391080468893051
[2021-05-21 03:05:18,840][__main__][INFO] - Pair: pair_000040 l1_masked=0.07215508073568344
[2021-05-21 03:05:18,841][__main__][INFO] - Pair: pair_000040 psnr=19.709514617919922
[2021-05-21 03:05:18,844][__main__][INFO] - Pair: pair_000040 psnr_masked=19.182588577270508
[2021-05-21 03:05:18,858][__main__][INFO] - Pair: pair_000040 lpips=0.2662094831466675
[2021-05-21 03:05:18,999][__main__][INFO] - Pair: pair_000040 ssim=0.7449700832366943
[2021-05-21 03:05:19,030][__main__][INFO] - Pair: pair_000041 l1=0.05987050384283066
[2021-05-21 03:05:19,033][__main__][INFO] - Pair: pair_000041 l1_masked=0.07817327976226807
[2021-05-21 03:05:19,034][__main__][INFO] - Pair: pair_000041 psnr=19.557329177856445
[2021-05-21 03:05:19,037][__main__][INFO] - Pair: pair_000041 psnr_masked=18.398874282836914
[2021-05-21 03:05:19,051][__main__][INFO] - Pair: pair_000041 lpips=0.2752993106842041
[2021-05-21 03:05:19,194][__main__][INFO] - Pair: pair_000041 ssim=0.7442147731781006
[2021-05-21 03:05:19,225][__main__][INFO] - Pair: pair_000042 l1=0.037871282547712326
[2021-05-21 03:05:19,228][__main__][INFO] - Pair: pair_000042 l1_masked=0.04657948389649391
[2021-05-21 03:05:19,229][__main__][INFO] - Pair: pair_000042 psnr=23.729324340820312
[2021-05-21 03:05:19,232][__main__][INFO] - Pair: pair_000042 psnr_masked=22.830476760864258
[2021-05-21 03:05:19,246][__main__][INFO] - Pair: pair_000042 lpips=0.24194779992103577
[2021-05-21 03:05:19,386][__main__][INFO] - Pair: pair_000042 ssim=0.7999037504196167
[2021-05-21 03:05:19,417][__main__][INFO] - Pair: pair_000043 l1=0.06638452410697937
[2021-05-21 03:05:19,419][__main__][INFO] - Pair: pair_000043 l1_masked=0.07697565108537674
[2021-05-21 03:05:19,421][__main__][INFO] - Pair: pair_000043 psnr=19.39019012451172
[2021-05-21 03:05:19,423][__main__][INFO] - Pair: pair_000043 psnr_masked=18.74732208251953
[2021-05-21 03:05:19,437][__main__][INFO] - Pair: pair_000043 lpips=0.2605033814907074
[2021-05-21 03:05:19,576][__main__][INFO] - Pair: pair_000043 ssim=0.7471690773963928
[2021-05-21 03:05:19,605][__main__][INFO] - Pair: pair_000044 l1=0.001056498964317143
